Name,Phone number,City,Location,Needs website,Called,Answered,Voicemail,Not interested,Wants demo
Amberwest Roofing & Renovations,778-280-3107,West Vancouver,"567 Craigmohr Dr, West Vancouver, BC, V7S 1X1, Canada",Yes,☐,☐,☐,☐,☐
Benson's Roofing,604-924-3341,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
Diamond Roofing,604-985-6015,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
GVRD Roofing,604-445-4873,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
MJ Roofing,236-646-5764,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
Norton Roofing Systems,604-281-4759,West Vancouver,"West Vancouver, BC, V7V 3N2, Canada",Yes,☐,☐,☐,☐,☐
Perma-Roofing & Contracting (Vancouver) Ltd,604-570-3008,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
Pro Star Roofing and Cleaning,604-229-4266,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
Redrooffs Marketing Inc,604-343-1853,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
Terry's Roofing,604-988-1609,West Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
99 North Pitched & Flat Roofing Inc,604-898-4433,Whistler,"21 Midnight Way, Brackendale, BC, V0N 1H0, Canada",Yes,☐,☐,☐,☐,☐
Aspen Sloped Roofing,604-967-1803,Whistler,"BC, Canada",Yes,☐,☐,☐,☐,☐
Extra Mile Metal Roofing Ltd.,604-698-5886,Whistler,"Garibaldi Highlands, BC, Canada",Yes,☐,☐,☐,☐,☐
Life?s a pitch roofing,778-970-3766,Whistler,"BC, Canada",Yes,☐,☐,☐,☐,☐
Lindsay Roofing Ltd,604-376-1965,Whistler,"102-4369 Main St, Whistler, BC, V0N 1B4, Canada",Yes,☐,☐,☐,☐,☐
Max Roofing Solutions,604-902-3779,Whistler,"BC, Canada",Yes,☐,☐,☐,☐,☐
Peak To Valley Roofing,604-902-0526,Whistler,"12 Black Bear Rd, Mount Currie, BC, V0N 2K0, Canada",Yes,☐,☐,☐,☐,☐
Squamish Roof Services,778-266-7663,Whistler,"BC, Canada",Yes,☐,☐,☐,☐,☐
The Whistler Waterproofing Co,604-698-1000,Whistler,"Whistler, BC, V0N 1B0, Canada",Yes,☐,☐,☐,☐,☐
Total Roofing,604-698-7779,Whistler,"BC, Canada",Yes,☐,☐,☐,☐,☐
Whistler Roofing,604-906-0039,Whistler,"9607 Emerald Dr RR 9, Whistler, BC, V0N 1B9, Canada",Yes,☐,☐,☐,☐,☐
Langley Roofer,604-746-9259,White Rock,"11155 Victoria Ave, White Rock, BC, V4B 1G5, Canada",Yes,☐,☐,☐,☐,☐
Raven Roofing,604-531-9620,White Rock,"White Rock, BC, V4B 0A1, Canada",Yes,☐,☐,☐,☐,☐
