Name,Website,Phone number,City,Location,Search cities,Website active,Website check,Final URL,Source,Detail URL
Able Roofing Co,http://ableroofing.biz/,604-376-6195,Burnaby,"BC, Canada",Burnaby; New Westminster,Yes,"roofing content, name match",https://www.ableroofing.biz/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Able-Roofing-Co/26598.html
Advanced Systems Roofing & Waterproofing Ltd,,604-515-7971,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Advanced-Systems-Roofing-Waterproofing-Ltd/101015599.html
All United Re Roofing & Roof Tile Repair,http://allunitedroofing.ca/,604-813-7663,Burnaby,"BC, Canada",Burnaby; Delta; Langley; New Westminster; Surrey; White Rock,No,"not reachable or parked: http://allunitedroofing.ca/: HTTPConnectionPool(host='allunitedroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='allunitedroofing.ca', port=80): Failed to resolve 'allunitedroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://allunitedroofing.ca/: HTTPSConnectionPool(host='allunitedr",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/All-United-Re-Roofing-Roof-Tile-Repair/3231274.html
Alpha Roofing & Sheet Metal Inc,http://alpharoofing.ca/,604-433-6911,Burnaby,"6850 Antrim Ave, Burnaby, BC, V5J 4M4, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, name match, regional match",https://alpharoofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Alpha-Roofing-Sheet-Metal-Inc/4134307.html
Anand Roofing,,604-761-4112,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Anand-Roofing/100658038.html
Apis Roofing Ltd,http://www.apisroof.com/,604-442-8028,Burnaby,"3959 Bond Street, Burnaby, BC, V5H 1E7, Canada",Burnaby; New Westminster; Port Moody; Vancouver,Yes,"roofing content, name match",http://www.apisroof.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Apis-Roofing-Ltd/100701544.html
Asman Roofing Ltd,,604-762-2774,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Asman-Roofing-Ltd/100987410.html
B J Roofing & Insulation Ltd,,604-434-7411,Burnaby,"6849 MacPherson Ave, Burnaby, BC, V5J 4N2, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/B-J-Roofing-Insulation-Ltd/2108673.html
BC Roofing & Renovations,,604-376-1871,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/BC-Roofing-Renovations/100973272.html
BestWest Roofing,http://bestwestroofing.com/,604-779-5317,Burnaby,"1-12 Royal Ave E, New Westminister, BC, V3L 0B7, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, phone match, name match, city match, regional match",https://bestwestgroup.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/New-Westminister/BestWest-Roofing/7367125.html
Bill The Roofer,,604-522-8516,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Bill-The-Roofer/4362268.html
Blackwater Roofing co,,236-867-6797,Burnaby,"720 6th St, BC, V3L 3C5, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Blackwater-Roofing-co/102760987.html
Blue Mount Roofing Ltd.,http://bluemountroofing.ca/,604-782-0490,Burnaby,"8214 lake lane drive, Burnaby, BC, V5A 2B5, Canada",Burnaby; New Westminster; Port Moody,No,"not reachable or parked: http://bluemountroofing.ca/: HTTPConnectionPool(host='bluemountroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='bluemountroofing.ca', port=80): Failed to resolve 'bluemountroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://bluemountroofing.ca/: HTTPSConnectionPool(host='bluemountr",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Blue-Mount-Roofing-Ltd/7216400.html
Bond Roofing,https://bondroofing.ca/,604-375-2100,Burnaby,"6208 Denbigh Ave, Burnaby, BC, V5H 3R5, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, phone match, name match, city match, regional match",https://bondroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Bond-Roofing/102361750.html
Broadway Roofing,,250-589-9642,Burnaby,"400-7430 Lowland Dr, Burnaby, BC, V5J 5A4, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Broadway-Roofing/101781812.html
Broadway Roofing Co Ltd,http://www.broadwayroof.com/,604-439-9107,Burnaby,"BC, Canada",Burnaby; New Westminster,Yes,"roofing content, phone match, name match, city match, regional match",https://www.broadwayroof.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Broadway-Roofing-Co-Ltd/2140053.html
Burnaby Tough Roofing,,604-262-4064,Burnaby,"4232 Grant St, Burnaby, BC, V5C 3N9, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Burnaby-Tough-Roofing/102857734.html
California Roofing Ltd.,https://californiaroofingltd.com/,604-719-8466,Burnaby,"4284 Hastings St, Burnaby, BC, V5C 2J6, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, phone match, name match",https://www.californiaroofingltd.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/California-Roofing-Ltd/102713251.html
Canuck Roofing Ltd,https://canuckroofing.ca/,778-772-1969,Burnaby,"4310 Norfolk Street, Burnaby, BC, V5G 4J9, Canada",Burnaby; New Westminster; North Vancouver; Port Moody; Vancouver; West Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://canuckroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Canuck-Roofing-Ltd/6901268.html
Cedar West Roofing,http://www.cedarwestrfg.synthasite.com/,604-760-6104,Burnaby,"BC, Canada",Burnaby; New Westminster,Yes,"roofing content, phone match, name match",http://cedarwestrfg.synthasite.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Cedar-West-Roofing/5239783.html
Centimark Roofing,http://www.centimarkltd.ca/,604-521-8911,Burnaby,"7680 Winston St, Burnaby, BC, V5A 2H4, Canada",Burnaby; Delta; Langley; New Westminster; Port Moody; Surrey; White Rock,Yes,"roofing content, name match",https://www.centimarkltd.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Centimark-Roofing/2642120.html
Century Roofing Ltd,,604-375-0726,Burnaby,"Burnaby, BC, V5J 3J1, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Century-Roofing-Ltd/100664639.html
Coast Mountain Roof Ltd,https://coastmountainroof.com/,604-420-1657,Burnaby,"3-7228 Winston St, Burnaby, BC, V5A 2G9, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, phone match, name match, city match, regional match",https://coastmountainroof.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Coast-Mountain-Roof-Ltd/101844440.html
DBC Roofing Inc,http://www.dbcroofing.com/,604-375-9422,Burnaby,"3980 Carrigan Crt, Burnaby, BC, V3N 4S6, Canada",Burnaby; New Westminster; Port Moody,No,"not reachable or parked: http://www.dbcroofing.com/: HTTPConnectionPool(host='www.dbcroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.dbcroofing.com', port=80): Failed to resolve 'www.dbcroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.dbcroofing.com/: HTTPSConnectionPool(host='www.dbcroofing.",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/DBC-Roofing-Inc/101487028.html
Delphina Roofing,http://www.delphinaroofing.com/,604-245-7663,Burnaby,"BC, Canada",Burnaby; New Westminster,No,"not reachable or parked: http://www.delphinaroofing.com/: HTTPConnectionPool(host='www.delphinaroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.delphinaroofing.com', port=80): Failed to resolve 'www.delphinaroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.delphinaroofing.com/: HTTPSConnectionP",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Delphina-Roofing/8082862.html
Domtar Roofing Products Plant,,,Burnaby,"Burnaby, British Columbia, Canada",Burnaby; Vancouver,No,no website listed,,OpenStreetMap,OpenStreetMap/Nominatim
Don's Damp Proofing,,604-328-3267,Burnaby,"BC, Canada",Burnaby; Delta; New Westminster; Richmond,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Don-s-Damp-Proofing/517442.html
Durand Roofing Contracting,,778-858-1790,Burnaby,"210 Deadman Rd, Savona, BC, V0K 2J0, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Savona/Durand-Roofing-Contracting/8060565.html
Eagle Roofing LTD,,604-319-6600,Burnaby,"4515 Watling St, Burnaby, BC, V5J 1V7, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Eagle-Roofing-LTD/101659462.html
Evo Roofing Systems,http://www.evoroofing.ca/,604-569-1160,Burnaby,"118-3989 Henning Dr, Burnaby, BC, V5C 6P8, Canada",Burnaby; New Westminster; Port Moody,No,"not reachable or parked: http://www.evoroofing.ca/: HTTPConnectionPool(host='www.evoroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.evoroofing.ca', port=80): Failed to resolve 'www.evoroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.evoroofing.ca/: HTTPSConnectionPool(host='www.evoroofing.ca', ",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Evo-Roofing-Systems/100843326.html
Exterior Worx Siding,,778-858-0707,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Exterior-Worx-Siding/102710917.html
F-N-A Roofing,,604-440-7663,Burnaby,"Burnaby, BC, V5A 1B9, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/F-N-A-Roofing/101037409.html
Fastdone Roofing,,604-918-5095,Burnaby,"200-4170 Still Creek Dr, Burnaby, BC, V5C 6C6, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Fastdone-Roofing/100205013.html
G & K Roofing,https://www.gkroofing.ca/,604-526-4217,Burnaby,"203-7908 15Th Ave, Burnaby, BC, V3N 0G6, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,active HTTP but no roofing/company/local cross-reference,https://www.cdresq.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/G-K-Roofing/6662852.html
G & K Roofing Ltd,,604-523-3596,Burnaby,"8-7675 Edmonds St, Burnaby, BC, V3N 1B7, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/G-K-Roofing-Ltd/100125506.html
G.K. Roofing,,604-526-4217,Burnaby,"7675 Edmonds Street, Burnaby, British Columbia, V3N 1B6, Canada",Burnaby; Vancouver,No,no website listed,,OpenStreetMap,OpenStreetMap/Nominatim
Greater Vancouver Roofing Inc.,,604-388-4660,Burnaby,"75N Stratford Ave N, Burnaby, BC, V5B 1L1, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Greater-Vancouver-Roofing-Inc/102854363.html
Guardians Roofing Ltd,,778-861-5248,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Guardians-Roofing-Ltd/100963101.html
Hans Roofing Ltd,,778-862-0523,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Hans-Roofing-Ltd/6072148.html
Helios Roofing & Waterproofing Ltd,https://heliosroofing.com/,604-783-2806,Burnaby,"200-5050 Kingsway, Burnaby, BC, V5H 4C2, Canada",Burnaby; Coquitlam; Maple Ridge; New Westminster; Pitt Meadows; Port Coquitlam; Port Moody,Yes,"roofing content, name match, city match, regional match",https://www.heliosroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Helios-Roofing-Waterproofing-Ltd/8031362.html
JMT Roofing & Painting Inc,http://www.jmtroofandpaint.com/,778-885-3343,Burnaby,"BC, Canada",Burnaby; New Westminster; Port Moody,No,"not reachable or parked: http://www.jmtroofandpaint.com/: HTTPConnectionPool(host='www.jmtroofandpaint.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='www.jmtroofandpaint.com', port=80) at 0x11d9c2b28d0>, 'Connection to www.jmtroofandpaint.com timed out. (connect timeout=16)')) | https://www.jmtroofandpaint.com/: HTTPSC",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/JMT-Roofing-Painting-Inc/4018318.html
Janzen Roofing,,604-617-8843,Burnaby,"BC, Canada",Burnaby; Delta; Langley; New Westminster; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Janzen-Roofing/849136.html
Jorgensen Roofing,http://jorgensenroofing.ca/,604-518-7278,Burnaby,"7190 Buchanan St, Burnaby, BC, V5A 1M8, Canada",Burnaby; New Westminster; Port Moody,No,"not reachable or parked: http://jorgensenroofing.ca/: HTTPConnectionPool(host='jorgensenroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='jorgensenroofing.ca', port=80): Failed to resolve 'jorgensenroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://jorgensenroofing.ca/: HTTPSConnectionPool(host='jorgensenr",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Jorgensen-Roofing/8141676.html
K2 Roofing Ltd,https://k2roofing.com/,604-317-0004,Burnaby,"BC, Canada",Burnaby; New Westminster,Yes,"roofing content, phone match, city match, regional match",https://www.k2roofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/K2-Roofing-Ltd/102221910.html
Kim's Roofing Services,,778-861-5200,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Kim-s-Roofing-Services/102676615.html
Kleanroofing,,778-322-9740,Burnaby,"6307 Bryant St, Burnaby, BC, V5E 1S4, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Kleanroofing/104258554.html
Krc Roofing,https://krcroofing.ca/,604-209-3507,Burnaby,"7876 Allman St, Burnaby, BC, V5E 2B1, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, phone match, city match, regional match",https://krcroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Krc-Roofing/102594524.html
Mainland Roofing & Siding,,604-889-8827,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mainland-Roofing-Siding/101016219.html
Marine Roofing,,604-433-9741,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Marine-Roofing/100080359.html
Marine Roofing Group of Companies,https://marineroofing.com/,604-433-4322,Burnaby,"4909 Byrne Rd, Burnaby, BC, V5J 3H6, Canada",Burnaby; New Westminster,Yes,"roofing content, phone match, name match, city match, regional match",https://marineroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Marine-Roofing-Group-of-Companies/1016129.html
Morrison Tile Roofing Ltd.,,604-761-6114,Burnaby,"BC, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Morrison-Tile-Roofing-Ltd/104744144.html
Mt Roofing,,604-294-1575,Burnaby,"4922 Venables St, Burnaby, BC, V5B 1X7, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Mt-Roofing/3893938.html
Muscle Stronger Roofing Ltd.,,778-896-9111,Burnaby,"Burnaby, BC, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Muscle-Stronger-Roofing-Ltd/104609475.html
NR Gallaxy Roofing Services,,604-786-0426,Burnaby,"140-7153 14th Ave, Burnaby, BC, V3N 1Z3, Canada",Burnaby; New Westminster; Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/NR-Gallaxy-Roofing-Services/7112417.html
Ninja Roofing,http://ninjaroofing.ca/,604-813-0977,Burnaby,"7925 Goodlad St, Burnaby, BC, V5E 2H8, Canada",Burnaby; New Westminster; Port Moody,No,"not reachable or parked: http://ninjaroofing.ca/: HTTPConnectionPool(host='ninjaroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='ninjaroofing.ca', port=80): Failed to resolve 'ninjaroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://ninjaroofing.ca/: HTTPSConnectionPool(host='ninjaroofing.ca', port=443): M",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Ninja-Roofing/100847425.html
Normal Roofing Company,,778-862-8577,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Normal-Roofing-Company/101480814.html
Nu-Tech Roofing & Waterproofing Ltd,http://nutechroofing.com/,604-473-9587,Burnaby,"3196 Norland Ave, Burnaby, BC, V5B 3A6, Canada",Burnaby; New Westminster; Port Moody,Yes,"roofing content, phone match, name match, city match, regional match",http://nutechroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Nu-Tech-Roofing-Waterproofing-Ltd/1151292.html
OJ Roofing Co,,604-889-2317,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/OJ-Roofing-Co/100989573.html
Official Roofing Ltd,,604-537-6714,Burnaby,"BC, Canada",Burnaby; New Westminster,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Official-Roofing-Ltd/100971739.html
Pacific Restorations Ltd,http://www.pr-roofing.com/,604-437-1899,Burnaby,"5881 Beresford St, Burnaby, BC, V5J 1K1, Canada",Burnaby; New Westminster; Pemberton; Port Moody; Squamish; Whistler,Yes,"roofing content, phone match, name match, city match, regional match",https://pr-roofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Burnaby/Pacific-Restorations-Ltd/6600214.html
